Border,Date,Measure,Value,Average
US-Mexico Border,03/01/2019 12:00:00 AM,Pedestrians,692316,228973
US-Canada Border,03/01/2019 12:00:00 AM,Truck Containers Full,12966,0
US-Canada Border,03/01/2019 12:00:00 AM,Trains,38,0
US-Mexico Border,02/01/2019 12:00:00 AM,Pedestrians,344326,113620
US-Canada Border,02/01/2019 12:00:00 AM,Truck Containers Empty,2638,0
US-Mexico Border,01/01/2019 12:00:00 AM,Pedestrians,113620,0
